general_party,contributor,type_of_contributor,specific_business,general_industry,broad_sector,number_of_records,dollar_amount
Democratic,SAN FRANCISCO DEPUTY SHERIFFS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,500
Democratic,FIREMEN & OILERS LOCAL 19,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,1,500
Democratic,SHERIFFS HISPANIC ORG UNITED TOGETHER,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,500
Democratic,MILL CREEK POLICE OFFICERS GUILD,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Democratic,BALTIMORE CITY SHERIFFS LODGE 22,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Democratic,ROCKLAND COUNTY PATROLMAN BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Democratic,MARYLAND NATURAL RESOURCES FRATERNAL ORDER OF POLICE LODGE 16,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Democratic,VIRGINIA STATE LODGE FRATERNAL ORDER OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Democratic,PORT CHESTER POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Democratic,TRINIDAD & TOBAGO EX POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Democratic,EDISON PBA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Democratic,TRENTON POLICE BENEVOLENT ASSOCIATION LOCAL 11,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Democratic,NEW JERSEY PBA LOCAL 325,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Democratic,ENGLEWOOD PBA LOCAL 216,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Democratic,SOA CORRECTION OFFICER UNION,Non-Individual,Corrections officers unions and associations,Public Sector Unions,Labor,1,500
Democratic,WATERBURY POLICE LOCAL 1237,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3,500
Democratic,ALABAMA ASSOCIATION OF FIRE FIGHTERS & PARAMEDICS,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,1,500
Democratic,FRIENDS OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Democratic,STAMFORD POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,500
Democratic,POLICE OFFICERS ALLIANCE OF MINNESOTA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,500
Democratic,RHODE ISLAND SHERIFFS LOCAL 2409,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Democratic,CORAL GABLES FRATERNAL ORDER OF POLICE LODGE 7,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Democratic,TRAVIS COUNTY SHERIFFS OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Democratic,FORT LAUDERDALE FRATERNAL ORDER POLICE LODGE 31,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Democratic,TRENTON NEW JERSEY POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Democratic,FT LAUDERDALE FRATERNAL ORDER OF POLICE LODGE 31,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Democratic,FRATERNAL ORDER OF POLICE JACKSONVILLE CONSOLIDATED LODGE 5-3,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Democratic,MERCED COUNTY SHERIFFS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Democratic,COSTA MESA POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Democratic,STATE LAW ENFORCEMENT OFFICERS LABOR ALLIANCE PAC,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Democratic,ASSOCIATION OF RETIRED SAN JOSE POLICE OFFICERS & FIRE FIGHTERS,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,1,500
Democratic,CLIFTON PBA LOCAL 36,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Democratic,FRATERNAL ORDER OF POLICE CHARLES COUNTY,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Democratic,SUPERVISORY OFFICERS FRANKLIN TOWNSHIP PBA 154,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Democratic,ORGANIZATION OF RETIRED SAN JOSE POLICE OFFICERS & FIRE FIGHTERS,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,1,500
Democratic,PA FRATERNAL ORDER OF POLICE PAC / PENNSYLVANIA STAT,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,500
Democratic,PA FRATERNAL-ORDER OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Democratic,FRATERNAL ORDER OF POLICE NJ STA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Democratic,FRATERNAL ORDER OF POLICE NJ STAGE LODGE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Democratic,PA FRATERNAL ORDER OF POLICE FOP,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,500
Democratic,FRATERNAL ORDER OF POLICE LODGE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Republican,STATE TROOPERS ASSOCIATION OF NEBRASKA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Republican,CONNECTICUT CORRECTIONS EMPLOYEES UNION,Non-Individual,Corrections officers unions and associations,Public Sector Unions,Labor,1,500
Republican,TALLAHASSEE POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Republican,WEST CENTRAL FLORIDA POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Republican,ILLINOIS ASSOCIATION CHIEFS OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,500
Republican,MACOMB FRATERNAL ORDER OF POLICE LODGE 1-89,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Republican,BLOOMINGTON POLICEMENS BENEVOLENT,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,500
Republican,ILLINOIS DRUG ENFORCEMENT OFFICERS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Republican,SPOKANE COUNTY DEPUTY SHERIFFS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Republican,PORT AUTHORITY POLICE & DEA NEW YORK,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Republican,WEST COUNTY DEPARTMENT OF CORRECTIONS SUPERIOR OFFICERS ASSOCIATION,Non-Individual,Corrections officers unions and associations,Public Sector Unions,Labor,1,500
Republican,BALTIMORE RETIRED POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Republican,WHITE ROSE FRATERNAL ORDER OF POLICE LODGE 15,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Republican,FRATERNAL ORDER OF POLICE LODGE 20,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Republican,ECSO PBA LOCAL 183,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Republican,POLICE BENEVOLENT ASSOCIATION LOCAL 10,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Republican,SOUTH AL PAC FOR HIGHER EDUCATION,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,1,500
Republican,FRIENDS OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Republican,TREASURE VALLEY FRATERNAL ORDER OF POLICE LODGE 11,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Republican,NEVADA CONFERENCE OF POLICE & SHERIFFS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,500
Republican,NEW MEXICO STATE LODGE FRATERNAL ORDER OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Republican,VERONA PBA LOCAL 72,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Republican,MANCHESTER POLICE PATROLMENS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Republican,FRATERNAL ORDER OF POLICE BALTIMORE CITY LODGE 3,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Republican,NORTH LAS VEGAS POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Republican,LAW ENFORCEMENT FOR RESPONSIBLE PUBLIC SAFETY,Non-Individual,Police unions & associations,Public Sector Unions,Labor,4,500
Republican,TREASURE VALLEY FRATERNAL ORDER OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Republican,FRATERNAL ORDER OF POLICE-OLD DOMINION LODGE NO 1,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Nonpartisan,PALM BEACH COUNTY POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Nonpartisan,POLICE OFFICERS ASSOCIATION OF MICHIGAN,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,500
Nonpartisan,FRATERNAL ORDER OF POLICE LODGE 59,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Nonpartisan,BROWARD COUNTY PBA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Nonpartisan,CENTRAL FLORIDA PBA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Nonpartisan,MICHIGAN CORRECTIONS ORGANIZATION LOCAL 526M,Non-Individual,Corrections officers unions and associations,Public Sector Unions,Labor,1,500
Nonpartisan,FLORIDA SHERIFFS CCE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Nonpartisan,FLORIDA SHERIFFS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Nonpartisan,TROOPERS FOR A SAFER OHIO PAC INC,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Nonpartisan,OREGON COUNCIL OF POLICE ASSOCIATIONS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,500
Nonpartisan,PMSA POLICE LINES,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Nonpartisan,FRATERNAL ORDER OF POLICE LODGE 8,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Nonpartisan,FRATERNAL ORDER OF POLICE STATE OF NE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Nonpartisan,FRATERNAL ORDER OF POLICE PAC-NE STATE LODGE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Republican,BROOME COUNTY SHERIFFS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,499
Republican,TRIBOROUGH BRIDGE & TUNNEL AUTHORITY SUPERIOR OFFICERS BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,4,457.5
Democratic,ILLINOIS POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,450
Democratic,HEMPSTEAD PBA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,450
Democratic,ROCKLAND COUNTY SHERIFFS DEPUTIES ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,450
Republican,WALL TOWNSHIP POLICE BENEVOLENT LOCAL 234,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,450
Republican,RIVERDALE PBA LOCAL 335,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,450
Republican,FRISCO POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,450
Republican,FRATERNAL ORDER OF POLICE LODGE 86,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3,450
Republican,MASSACHUSETTS CHIEFS OF POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,4,425
Democratic,BROTHERHOOD OF CORRECTIONAL OFFICERS LOCAL 248,Non-Individual,Corrections officers unions and associations,Public Sector Unions,Labor,2,400
Democratic,WESTCHESTER HISPANIC LAW ENFORCEMENT,Non-Individual,Police unions & associations,Public Sector Unions,Labor,4,400
Democratic,SOUTHAMPTON TOWN POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3,400
Democratic,LAW ENFORCEMENT,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,400
Democratic,MARYLAND TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,400
Democratic,AURORA POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,400
Democratic,ESSEX COUNTY POLICE PBA LOCAL 64,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,400
Democratic,DEPUTY SHERIFFS LOCAL 2409,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,400
Democratic,UTAH CORRECTIONS PEACE OFFICERS ASSOCIATION LODGE 14,Non-Individual,Corrections officers unions and associations,Public Sector Unions,Labor,3,400
Republican,NEW JERSEY DEPUTY CHIEFS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,400
Republican,FRATERNAL ORDER OF POLICE MASSACHUSETTS BAY STATE LODGE 30,Non-Individual,Police unions & associations,Public Sector Unions,Labor,4,400
Republican,NIAGARA FRONTIER TRANSIT AUTHORITY POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,400
Republican,PROFESSIONAL FIRE FIGHTERS & PARAMEDICS OF FRANKLIN CO,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,1,400
Democratic,TOTOWA PBA LOCAL 80,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,375
Republican,INTERLAKEN POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,375
Republican,MD TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3,375
Democratic,FRATERNAL ORDER OF POLICE WV LODGE 36,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,360
Democratic,SUFFOLK COUNTY RETIRED POLICE DETECTIVES ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,350
Democratic,WESTCHESTER COUNTY PBA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,350
Democratic,LYNDHURST PBA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,350
Democratic,NASSAU COUNTY INVESTIGATORS POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,350
Republican,MIAMI FRATERNAL ORDER OF POLICE LODGE 20,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,350
Republican,NEW YORK STATE DEPUTIES ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,350
Republican,NYS DEPUTIES ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,350
Republican,STEPHEN P DRISCOLL MEMORIAL FRATERNAL ORDER POLICE LODGE 704,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,350
Republican,WASHOE COUNTY SHERIFFS DEPUTIES ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,350
Republican,RIVERHEAD POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,340
Republican,CHESAPEAKE FRATERNAL ORDER OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,340
Democratic,FEDERATIONS OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3,325
Republican,WISCONSIN SHERIFFS & DEPUTY SHERIFFS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,6,320
Republican,FT LAUDERDALE FRATERNAL ORDER OF POLICE LODGE 31,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,317.4
Democratic,STATE POLICE COMMAND,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,300
Democratic,DEPUTY SHERIFFS ASSOCIATION OF SANTA CLARA COUNTY INC,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,300
Democratic,WORCESTER POLICE DEPARTMENT,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,300
Democratic,MIDDLESEX SHERIFF SUPERIOR OFFICERS ASSO,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,300
Democratic,WASHINGTON STATE PATROL LIENTENANTS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,300
Democratic,RETIRED CHICAGO POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,300
Democratic,TROOPERS PAC/TROOPERS LODGE 41,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,300
Democratic,EAU CLAIRE PROFESSIONAL POLICE ASSOCIATION LOCAL 9,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,300
Democratic,EASTERN MISSOURI COALITION OF POLICE FOP LODGE 15,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,300
Democratic,ALLEGHENY VALLEY FRATERNAL ORDER OF POLICE LODGE 39,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3,300
Democratic,ALLEGHENY COUNTY PRISON EMPLOYEES INDEPENDENT UNION,Non-Individual,Corrections officers unions and associations,Public Sector Unions,Labor,1,300
Democratic,OFFICERS BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,300
Democratic,NEW YORK STATE SHERIFFS GOOD GOVT FUND,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,300
Democratic,ESSEX COUNTY SHERIFFS LOCAL183,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,300
Democratic,UTAH DEPT OF CORRECTIONS EMPLOYEE ASSOCIATION,Non-Individual,Corrections officers unions and associations,Public Sector Unions,Labor,2,300
Democratic,TRI-COUNTY FRATERNAL ORDER OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,300
Democratic,FRATERNAL ORDER OF POLICE LODGE 106,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,300
Democratic,MISSOURI FRATERNAL ORDER OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,300
Republican,RHODE ISLAND BROTHERHOOD OF CORRECTIONAL OFFICERS,Non-Individual,Corrections officers unions and associations,Public Sector Unions,Labor,1,300
Republican,OAKLAND COUNTY SHERIFFS DEPT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,300
Republican,NATIONAL NYCPD 10-13 ORGANIZATIONS PAC,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,300
Republican,STATE TROOPER HIGHWAY PATROLMAN ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,300
Republican,HOUSTON POLICE PATROLMENS UNION LODGE 109,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,300
Republican,NATIONAL NYCPD 10-13 ORGANIZATIONS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,300
Republican,FRATERNAL ORDER OF POLICE LODGE 144,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,300
Republican,AZ FRATERNAL ORDER OF POLICE LODGE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,300
Republican,FRATERNAL ORDER OF POLICE PA STATE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,300
Republican,MEMPHIS POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,299.57
Democratic,POLICE ASSOCIATION LOCAL 1990,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,275
Democratic,FONTANA POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Democratic,LOCAL 3317,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,1,250
Democratic,SONOMA COUNTY DEPUTY SHERIFFS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Democratic,TYNGSBORO POLICE LOCAL 485,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Democratic,POLICE OFFICERS DRACUT LOCAL 379,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Democratic,LA SHERIFFS PROFESSIONAL ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Democratic,WAUKEGAN AFRICAN AMERICAN POLICE LEAGUE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Democratic,PORT POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Democratic,POLICE LOCAL 6,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Democratic,PORT WASHINGTON POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Democratic,SUPERIOR OFFICERS ASSOCIATION RETIRED,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Democratic,WHITE ROSE FRATERNAL ORDER OF POLICE LODGE 15,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Democratic,NIAGARA COUNTY DEPUTY SHERIFFS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Democratic,COLUMBIA ASSOCIATION NEW YORK CITY DEPT OF CORRECTIONS,Non-Individual,Corrections officers unions and associations,Public Sector Unions,Labor,1,250
Democratic,SHERIFF OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,250
Democratic,MARYLAND RANGERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Democratic,FRATERNAL ORDER OF POLICE LODGE 89,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Democratic,LONG ISLAND RAILROAD POLICE BENEVOLENT ASSOCIATION/LIRR,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Democratic,WATERFORD POLICE UNION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Democratic,NEW HAVEN POLICE LOCAL 350,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Democratic,WEST HARTFORD POLICE UNION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Democratic,CAPITOL POLICE FRATERNAL ORDER OF POLICE LODGE 11,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Democratic,LOUISVILLE FRATERNAL ORDER OF POLICE LODGE 6,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Democratic,NEW HAMPSHIRE RSTA PAC,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Democratic,TCOPS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Democratic,JW DUNN FRATERNAL ORDER OF POLICE LODGE 37,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Democratic,FRATERNAL ORDER OF POLICE COLORADO LODGE 6,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Democratic,STATE LAW ENFORCEMENT OFFICERS LABOR ALLIANCE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Democratic,STATE LAW ENFORCEMENT OFFICERS LABOR ALLIANCE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Democratic,TROOPERS ASSOCIATION PAC,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Democratic,FRATERNAL ORDER OF POLICE CITY LODGE 3,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Democratic,FRATERNAL ORDER OF POLICE LODGE 111,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Democratic,COLORADO FRATERNAL ORDER OF POLICE LODGE 1,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Democratic,FRATERNAL ORDER OF POLICE ILLINOIS STATE LODGE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Democratic,YORK COUNTY PROFESSIONAL FIRE FIGHTERS / PARAMEDICS & EMERGENCY TELECOMMUNICATIONS,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,1,250
Democratic,NASSAU COUNTY POLICE MEDIC ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Democratic,POLICE BENEVOLENT & PROTECTIVE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Democratic,FRATERNAL ORDER OF POLICE PRINCE GEORGE',Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Democratic,CHARLES COUNTY FRATERNAL ORDER OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Republican,MINNESOTA STATE PATROL TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Republican,NEBRASKA STATE LODGE FRATERNAL ORDER OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Republican,MICHIGAN ASSOCIATION OF POLICE ORGANIZATIONS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Republican,FRATERNAL ORDER OF POLICE LODGE 97,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Republican,POLICE & FIRE RETIREES OF CANTON,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,1,250
Republican,GENESEE COUNTY DEPUTY SHERIFFS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Republican,POLICEMENS BENEVOLENT LOCAL 46,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Republican,MANCHESTER ASSOCIATION OF POLICE SUPERVISORS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Republican,LOCAL 1696,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,1,250
Republican,AUSTIN POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Republican,CORPUS CHRISTI POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Republican,FT LAUDERDALE FRATERNAL ORDER OF POLICE LODGE 31,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Republican,FRATERNAL ORDER OF POLICE LODGE 3,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Republican,FRATERNAL ORDER OF POLICE DISTRICT LODGE 3,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Republican,COLORADO FRATERNAL ORDER OF POLICE LODGE 1,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Republican,ARLINGTON PROFESSIONAL FIRE FIGHTERS & PARAMEDICS LOCAL 2800,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,1,250
Republican,FRATERNAL ORDER OF POLICE ACTION COMMITTEE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Republican,DE FRATERNAL ORDER OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Republican,PA FRATERNAL ORDER OF POLICE POL ACT,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Nonpartisan,PEACE OFFICERS RESEARCH ASSOCIATION OF NEVADA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Nonpartisan,FLORIDA POLICE ASSOCIATION LOCAL 6000,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Nonpartisan,FRATERNAL ORDER OF POLICE LODGE 141,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,250
Democratic,MD TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,225
Democratic,PROVIDENCE RETIRED POLICE & FIRE FIGHTERS ASSOCIATION,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,2,225
